who	Newbie	Age	Gender	Household Income	Sexual Preference	Country	Education Attainment	Major Occupation	Marital Status	Years on Internet
id78602	1	32	Male	$75-99	Heterosexual	Pennsylvania	Professional	Professional	Married	6-12 mo
id82139	0	43	Male	$75-99	Heterosexual	New Jersey	College	Computer	Married	4-6 yr
id82573	0	27	Male	$20-29	Heterosexual	Indiana	Some College	Education	Single	1-3 yr
id87353	0	26	Female	$20-29	Bisexual	Texas	Some College	Computer	Married	1-3 yr
id88479	0	38	Female	$50-74	Heterosexual	Tennessee	College	Other	Married	1-3 yr
id90096	0	42	Female	$20-29	Heterosexual	Indiana	Some College	Computer	Divorced	1-3 yr
id85194	0	32	Male	$40-49	Heterosexual	India	Masters	Management	Married	1-3 yr
id85485	0	32	Male	NA	Heterosexual	New Jersey	Some College	Professional	Single	Over 7 yr
id75234	0	41	Female	$50-74	Heterosexual	Mississippi	College	Education	Married	1-3 yr
id88247	1	42	Male	$30-39	Heterosexual	Indiana	High School	Professional	Married	Under 6 mo
id75617	1	13	Female	NA	na	Florida	Grammar	Education	Single	Under 6 mo
id71531	0	28	Male	NA	Heterosexual	California	Some College	Computer	Single	4-6 yr
id73193	1	43	Male	$75-99	Heterosexual	New Brunswick	Masters	Professional	Married	Under 6 mo
id76242	0	31	Male	$30-39	Heterosexual	Colorado	Doctoral	Education	Single	4-6 yr
id76245	1	13	Female	NA	Heterosexual	Ohio	Grammar	Education	Single	6-12 mo
id86322	0	23	Male	NA	Heterosexual	North Carolina	College	Computer	Single	Over 7 yr
id73855	0	30	Male	$40-49	Heterosexual	British Columbia	Special	Computer	Other	4-6 yr
id82906	0	46	Male	$50-74	Heterosexual	California	College	Computer	Married	4-6 yr
id84178	1	53	Female	NA	Heterosexual	Connecticut	High School	Other	Married	Under 6 mo
id77210	0	23	Male	$10-19	Heterosexual	Texas	College	Education	Single	4-6 yr
id87721	0	26	Female	$20-29	Heterosexual	Georgia	College	Education	Single	1-3 yr
id71574	0	23	Male	NA	Heterosexual	New Jersey	Some College	Education	Single	1-3 yr
id74986	1	27	Male	Over $100	Heterosexual	Australia	Special	Education	Single	6-12 mo
id85436	0	46	Male	$50-74	Heterosexual	New York	College	Computer	Married	Over 7 yr
id71610	0	64	Male	$75-99	NA	Nebraska	Doctoral	Education	Married	Over 7 yr
id74035	0	23	Male	$40-49	Heterosexual	Massachusetts	Some College	Other	Other	4-6 yr
id90100	0	49	Male	$75-99	Heterosexual	Washington	Masters	Education	Married	1-3 yr
id82065	0	63	Male	$75-99	Heterosexual	Maryland	Professional	Professional	Divorced	1-3 yr
id89686	0	26	Male	$50-74	Heterosexual	New York	College	Computer	Single	4-6 yr
id80462	0	39	Male	$40-49	Heterosexual	Pennsylvania	Some College	Other	Married	1-3 yr
id77628	0	49	Male	$50-74	Heterosexual	New York	College	Management	Married	1-3 yr
id83490	1	21	Male	$30-39	Heterosexual	California	Some College	Other	Other	Under 6 mo
id71917	0	26	Male	$40-49	Heterosexual	Minnesota	Some College	Professional	Other	4-6 yr
id81694	0	45	Male	NA	NA	Hawaii	Masters	Management	NA	1-3 yr
id82262	0	46	Female	$20-29	Heterosexual	Wisconsin	College	Other	Divorced	1-3 yr
id83696	0	25	Male	$40-49	Heterosexual	California	College	Computer	Married	1-3 yr
id74490	1	46	Female	$50-74	NA	Connecticut	College	Computer	Married	6-12 mo
id61705	0	25	Male	$75-99	NA	Mississippi	College	Other	Single	1-3 yr
id86956	0	29	Male	$50-74	Heterosexual	Pennsylvania	Masters	Computer	Married	4-6 yr
id87127	0	34	Female	$20-29	Heterosexual	Alberta	Masters	Computer	Single	1-3 yr
id72907	0	28	Male	$50-74	Heterosexual	Virginia	Special	Computer	Married	1-3 yr
id75178	1	43	Male	$50-74	Gay male	Australia	Professional	Professional	Other	Under 6 mo
id42849	1	18	Male	NA	NA	Florida	High School	Education	Single	6-12 mo
id80310	1	39	Female	$40-49	Heterosexual	Maryland	Some College	Computer	Married	6-12 mo
id81687	0	52	Female	$20-29	Heterosexual	British Columbia	Masters	Computer	Separated	Over 7 yr
id84266	0	39	Female	$30-39	Heterosexual	Arkansas	Masters	Professional	Divorced	1-3 yr
id72991	0	23	Male	$30-39	Heterosexual	Iowa	College	Computer	Married	1-3 yr
id75215	0	26	Female	$40-49	Heterosexual	Pennsylvania	Some College	Professional	Single	4-6 yr
id73113	0	57	Male	Over $100	Heterosexual	Maryland	College	Management	Married	1-3 yr
id80735	0	30	Male	$50-74	Heterosexual	California	Masters	Education	Other	4-6 yr
id82966	0	43	Male	NA	Heterosexual	Illinois	College	Management	Married	1-3 yr
id88347	0	27	Male	$30-39	Heterosexual	Utah	Some College	Computer	Married	1-3 yr
id82266	1	33	Female	NA	NA	Illinois	High School	Other	Married	Under 6 mo
id80471	0	45	Male	$75-99	Heterosexual	Washington	Some College	Other	Married	1-3 yr
id81915	0	46	Male	$50-74	Heterosexual	Texas	College	Computer	Married	1-3 yr
id86957	0	23	Male	$75-99	Heterosexual	Florida	College	Computer	Single	1-3 yr
id71422	0	19	Female	Over $100	Heterosexual	Wisconsin	Some College	Education	Single	1-3 yr
id81383	1	36	Male	$20-29	Heterosexual	Kansas	College	Other	Divorced	Under 6 mo
id84812	1	18	Female	NA	NA	Australia	Some College	Education	Single	Under 6 mo
id72970	1	41	Female	$50-74	Bisexual	Massachusetts	College	Professional	Married	6-12 mo
id75059	1	37	Female	Over $100	Heterosexual	California	College	Other	Married	Under 6 mo
id80474	0	51	Female	$75-99	Heterosexual	California	College	Other	Married	4-6 yr
id88832	0	19	Male	$20-29	Heterosexual	Alabama	Special	Computer	Single	1-3 yr
id78057	1	47	Male	$50-74	Heterosexual	Maryland	College	Professional	Divorced	Under 6 mo
id74454	0	31	Male	$40-49	Heterosexual	Arkansas	College	Computer	Married	1-3 yr
id76267	0	23	Male	$50-74	Heterosexual	Oklahoma	Some College	Computer	Single	4-6 yr
id79258	0	24	Male	$20-29	Heterosexual	California	College	Other	Single	1-3 yr
id88476	0	34	Male	$40-49	Heterosexual	Oregon	Some College	Computer	Married	Over 7 yr
id83394	0	55	Male	NA	Heterosexual	California	Masters	Computer	Married	4-6 yr
id90238	0	41	Male	$75-99	Heterosexual	United Kingdom	College	Computer	Other	Over 7 yr
id71809	0	39	Female	NA	NA	Washington	Some College	Other	Married	1-3 yr
id73215	1	36	Male	$30-39	Heterosexual	Indiana	Some College	Other	Single	6-12 mo
id80478	0	18	Male	NA	Heterosexual	Virginia	Some College	Computer	Single	Over 7 yr
id72498	0	21	Male	$10-19	Heterosexual	Florida	Some College	Education	Single	4-6 yr
id74133	1	58	Female	$75-99	Heterosexual	Georgia	Some College	Professional	Married	Under 6 mo
id80018	1	20	Female	$30-39	Heterosexual	Australia	High School	Education	Single	Under 6 mo
id79805	0	38	Male	$50-74	Heterosexual	Massachusetts	College	Computer	Married	4-6 yr
id73942	0	47	Male	$30-39	Heterosexual	Switzerland	Some College	Education	Other	1-3 yr
id81790	0	27	Male	$40-49	Heterosexual	Washington	College	Computer	Single	1-3 yr
id75743	1	48	Female	$30-39	Heterosexual	Texas	Some College	Computer	Single	6-12 mo
id83308	0	19	Male	$10-19	Heterosexual	Illinois	Some College	Computer	Single	4-6 yr
id88771	0	27	Male	$75-99	Heterosexual	Massachusetts	Masters	Computer	Married	1-3 yr
id80949	0	20	Male	$50-74	Heterosexual	Michigan	Some College	Education	Single	1-3 yr
id90102	1	23	Female	$20-29	Lesbian	United Kingdom	Grammar	Other	Other	Under 6 mo
id86972	0	38	Female	$50-74	Heterosexual	Maryland	College	Management	Divorced	4-6 yr
id85713	0	NA	Male	NA	Heterosexual	Washington D.C.	Some College	Computer	Married	1-3 yr
id86975	0	18	Male	$10-19	Heterosexual	United Kingdom	Some College	Education	Single	1-3 yr
id86253	0	19	Male	Under $10	Heterosexual	Oregon	Some College	Education	Single	4-6 yr
id81302	1	59	Male	$50-74	Heterosexual	Texas	College	Computer	Married	6-12 mo
id81367	0	36	Female	$50-74	Heterosexual	Wisconsin	Doctoral	Education	Married	Over 7 yr
id71424	1	36	Female	$50-74	Heterosexual	Texas	Masters	Education	Married	Under 6 mo
id46322	1	24	Male	$10-19	Heterosexual	Georgia	Some College	Education	Married	Under 6 mo
id67942	0	34	Female	NA	NA	Georgia	College	Other	Married	4-6 yr
id77406	0	45	Male	$50-74	NA	Manitoba	Masters	Computer	Married	4-6 yr
id77993	0	30	Female	$30-39	Heterosexual	New Jersey	Special	Computer	Single	1-3 yr
id89952	1	43	Male	$50-74	Heterosexual	Indiana	Some College	Professional	Married	Under 6 mo
id73754	1	22	Male	$50-74	Heterosexual	Alabama	Some College	Education	Single	6-12 mo
id77409	0	18	Male	Over $100	Heterosexual	North Carolina	Some College	Education	Single	4-6 yr
id77410	0	37	Male	$75-99	Heterosexual	Maryland	Masters	Professional	Married	4-6 yr
id79306	0	32	Male	$40-49	Heterosexual	Florida	College	Professional	Married	1-3 yr
id80482	1	66	Male	$50-74	Heterosexual	Pennsylvania	College	Professional	Married	6-12 mo
id84365	0	40	Male	Over $100	Heterosexual	California	College	Management	Married	1-3 yr
id89712	0	44	Male	$50-74	Heterosexual	New Hampshire	College	Computer	Married	1-3 yr
id76349	0	29	Male	NA	Heterosexual	Washington	Masters	Education	Single	Over 7 yr
id77230	0	23	Male	NA	Heterosexual	California	Some College	Education	Other	4-6 yr
id80335	0	28	Male	Under $10	Heterosexual	California	Masters	Education	Single	1-3 yr
id83649	0	45	Male	Over $100	Heterosexual	New York	Masters	Education	Married	1-3 yr
id76436	0	39	Male	$20-29	Heterosexual	Kentucky	College	Professional	Single	1-3 yr
id84246	0	31	Female	$30-39	Heterosexual	Maryland	College	Computer	Single	1-3 yr
id78308	0	50	Male	$75-99	Heterosexual	Utah	Masters	Professional	Married	1-3 yr
id80736	0	52	Female	$20-29	Bisexual	Texas	Some College	Computer	Divorced	4-6 yr
id82492	1	19	Female	$10-19	Heterosexual	Ontario	Some College	Education	Single	6-12 mo
id82907	0	42	Male	$50-74	Heterosexual	California	Some College	Computer	Married	4-6 yr
id89165	0	18	Male	$75-99	Heterosexual	Missouri	High School	Education	Single	4-6 yr
id72674	0	25	Male	NA	Heterosexual	United Kingdom	Some College	Computer	Married	1-3 yr
id87486	0	39	Male	NA	Heterosexual	Nova Scotia	Other	Computer	Other	1-3 yr
id70104	0	29	Male	$30-39	NA	North Carolina	Professional	Professional	Single	4-6 yr
id79999	0	34	Male	$50-74	Heterosexual	Missouri	College	Computer	Married	1-3 yr
id80334	0	21	Male	Over $100	Heterosexual	Maryland	College	Education	Single	4-6 yr
id80487	0	NA	Male	NA	Heterosexual	Florida	High School	Education	Single	1-3 yr
id73359	0	51	Male	$30-39	Heterosexual	Nevada	Masters	Management	Divorced	4-6 yr
id87104	0	48	Female	NA	Heterosexual	Arkansas	College	Education	Married	1-3 yr
id90009	0	30	Male	$20-29	Heterosexual	Ontario	Some College	Computer	Divorced	1-3 yr
id80336	1	39	Female	$75-99	Heterosexual	New York	Masters	Professional	Married	Under 6 mo
id73126	0	66	Male	$20-29	Heterosexual	Indiana	College	Other	Married	1-3 yr
id66639	1	NA	Female	NA	Heterosexual	Idaho	Special	Professional	Divorced	6-12 mo
id80496	1	42	Male	$50-74	Heterosexual	Mississippi	Some College	Management	Single	6-12 mo
id85006	0	50	Female	Over $100	Heterosexual	Ohio	College	Education	Married	1-3 yr
id85007	1	55	Male	$50-74	Heterosexual	Texas	Masters	Education	Married	Under 6 mo
id88533	1	36	Female	$10-19	Heterosexual	Alberta	Some College	Management	Other	Under 6 mo
id84828	0	39	Male	$75-99	Heterosexual	Georgia	College	Management	Single	Over 7 yr
id88262	0	27	Male	$30-39	Heterosexual	Pennsylvania	Masters	Education	Other	4-6 yr
id73127	0	26	Male	NA	Heterosexual	Canada & Mexico	College	Management	Married	1-3 yr
id74257	0	21	Female	$10-19	Heterosexual	California	Some College	Education	Single	4-6 yr
id76050	0	50	Female	$75-99	Heterosexual	Georgia	College	Computer	Single	1-3 yr
id88901	1	20	Female	Under $10	Heterosexual	Finland	High School	Education	Single	6-12 mo
id88904	0	26	Male	$50-74	Heterosexual	Oregon	Some College	Computer	Single	4-6 yr
id86629	0	49	Male	Over $100	NA	California	Masters	Computer	NA	Over 7 yr
id88909	0	60	Male	$30-39	Heterosexual	Ohio	Some College	Professional	Divorced	Over 7 yr
id89485	0	22	Male	Under $10	Transgender	Pennsylvania	Some College	Education	Other	4-6 yr
id74941	0	24	Male	NA	Gay male	Australia	College	Professional	Other	Over 7 yr
id75723	1	44	Male	$50-74	Heterosexual	California	Some College	Management	Married	6-12 mo
id75887	1	32	Female	$30-39	Heterosexual	Michigan	Some College	Computer	Married	6-12 mo
id80339	1	32	Male	$50-74	Heterosexual	California	Some College	Management	Married	6-12 mo
id80341	0	51	Male	$75-99	Heterosexual	Illinois	Professional	Education	Married	1-3 yr
id80876	0	19	Female	Over $100	Heterosexual	Massachusetts	Some College	Education	Single	1-3 yr
id13552	0	28	Male	$50-74	Heterosexual	Colorado	College	Computer	Married	Over 7 yr
id88864	0	31	Male	$50-74	Heterosexual	North Carolina	College	Other	Married	Over 7 yr
id36793	1	25	Female	$30-39	Heterosexual	Iowa	High School	Other	Married	Under 6 mo
id76278	0	27	Male	$50-74	Heterosexual	Texas	Masters	Professional	Married	Over 7 yr
id88921	0	34	Male	$50-74	Heterosexual	Nevada	Masters	Education	Single	Over 7 yr
id88924	0	32	Female	NA	NA	Pennsylvania	College	Other	NA	1-3 yr
id73708	0	47	Male	$30-39	Heterosexual	Michigan	Some College	Professional	Single	1-3 yr
id78417	0	49	Male	$50-74	Bisexual	California	Some College	Other	Married	1-3 yr
id80345	0	23	Male	$50-74	Heterosexual	Minnesota	Some College	Education	Single	4-6 yr
id76672	0	21	Male	$30-39	Heterosexual	New York	College	Education	Single	4-6 yr
id82860	1	30	Male	$10-19	Heterosexual	Oregon	Some College	Other	Single	6-12 mo
id88540	0	34	Male	Over $100	Heterosexual	California	College	Computer	Other	4-6 yr
id88265	0	NA	Male	Under $10	Heterosexual	Maine	College	Education	Other	1-3 yr
id81040	0	46	Male	NA	Heterosexual	Hawaii	Some College	Education	Married	4-6 yr
id76446	0	17	Male	$75-99	Heterosexual	Michigan	Grammar	Education	Single	1-3 yr
id79281	0	50	Female	Over $100	Heterosexual	Alaska	College	Management	Married	1-3 yr
id81499	0	44	Female	$20-29	Heterosexual	Pennsylvania	College	Computer	Single	4-6 yr
id72530	1	52	Male	$30-39	Heterosexual	Pennsylvania	High School	Professional	Divorced	Under 6 mo
id74248	1	15	Female	NA	NA	Maine	Grammar	Education	Single	Under 6 mo
id81385	0	24	Male	NA	Bisexual	North Carolina	College	Computer	Single	4-6 yr
id20787	1	17	Female	Over $100	Heterosexual	New Zealand	High School	Education	Single	Under 6 mo
id88938	0	38	Male	$50-74	Heterosexual	Virginia	College	Computer	Married	1-3 yr
id76452	0	41	Male	$50-74	Heterosexual	California	College	Professional	Single	1-3 yr
id81365	1	33	Male	$30-39	Heterosexual	Texas	High School	Other	Married	6-12 mo
id82105	0	57	Male	$40-49	Heterosexual	Alabama	Doctoral	Education	Married	Over 7 yr
id88541	0	50	Male	$50-74	Bisexual	Other	Some College	Computer	Married	4-6 yr
id84712	0	28	Male	$75-99	Heterosexual	Japan	College	Computer	Single	4-6 yr
id73547	1	46	Female	$20-29	Heterosexual	Florida	Some College	Computer	Married	6-12 mo
id84997	1	48	Male	$30-39	Heterosexual	Washington D.C.	Masters	Professional	Single	6-12 mo
id72753	1	54	Male	$40-49	Heterosexual	Wisconsin	High School	Professional	Married	6-12 mo
id79105	0	32	Male	$40-49	Heterosexual	New Jersey	Some College	Computer	Divorced	1-3 yr
id90002	0	27	Male	$50-74	Bisexual	Washington	College	Computer	Single	Over 7 yr
id72968	0	61	Female	Under $10	Heterosexual	Wisconsin	College	Other	Divorced	1-3 yr
id79241	0	36	Male	$50-74	Heterosexual	Pennsylvania	Masters	Computer	Single	1-3 yr
id89972	0	40	Male	$50-74	Heterosexual	North Carolina	Masters	Professional	Married	1-3 yr
id78868	0	53	Female	$75-99	Lesbian	Oregon	College	Professional	Other	1-3 yr
id80361	0	37	Female	$20-29	NA	Texas	Some College	Computer	Married	1-3 yr
id79301	1	14	Male	NA	Heterosexual	Ohio	Other	Education	Single	6-12 mo
id75930	0	46	Male	$40-49	Heterosexual	Florida	Masters	Computer	Married	4-6 yr
id80363	0	46	Female	NA	Heterosexual	Australia	Other	Education	Married	1-3 yr
id87257	0	28	Female	$30-39	Bisexual	Netherlands	Masters	Computer	Other	Over 7 yr
id76457	0	32	Male	$75-99	Heterosexual	Ohio	Masters	Computer	Married	Over 7 yr
id81863	0	29	Female	$30-39	Heterosexual	Tennessee	Some College	Education	Other	1-3 yr
id88943	1	21	Male	$10-19	Heterosexual	Idaho	High School	Education	Single	6-12 mo
id75384	1	42	Female	$40-49	Heterosexual	North Carolina	College	Other	Married	6-12 mo
id81792	0	28	Male	$20-29	Heterosexual	Illinois	Some College	Professional	Single	1-3 yr
id73194	0	29	Female	NA	Heterosexual	Ohio	College	Computer	Married	1-3 yr
id84687	0	22	Male	Under $10	Heterosexual	Finland	High School	Education	Single	1-3 yr
id84947	0	41	Male	Over $100	Heterosexual	Indiana	College	Management	Married	1-3 yr
id73934	1	47	Female	$75-99	Heterosexual	Maryland	College	Professional	Married	6-12 mo
id80371	0	28	Female	$20-29	Heterosexual	Ohio	Masters	Professional	Single	1-3 yr
id82423	0	37	Male	$75-99	Heterosexual	California	College	Other	Married	1-3 yr
id87238	0	35	Female	$50-74	Heterosexual	Japan	College	Education	Married	1-3 yr
id87959	0	29	Male	$75-99	NA	Japan	College	Management	Single	1-3 yr
id88186	0	16	Female	$75-99	Heterosexual	North Carolina	Grammar	Education	Single	1-3 yr
id77491	0	38	Male	$75-99	Heterosexual	Michigan	College	Professional	Married	4-6 yr
id81390	1	NA	Female	NA	Heterosexual	Quebec	College	Professional	Single	6-12 mo
id72755	1	50	Male	$50-74	Heterosexual	Texas	Some College	Management	Married	Under 6 mo
id77462	0	52	Male	NA	Heterosexual	Paraguay	Masters	Professional	Married	1-3 yr
id80322	0	25	Male	$50-74	Heterosexual	California	College	Computer	Single	4-6 yr
id84796	0	23	Male	$30-39	NA	Wisconsin	College	Computer	Other	4-6 yr
id85684	0	62	Male	$50-74	Heterosexual	New Mexico	Some College	Other	Married	1-3 yr
id73374	0	20	Male	$30-39	Heterosexual	Australia	High School	Computer	Single	4-6 yr
id74242	1	48	Male	NA	Heterosexual	Maryland	High School	Other	Single	6-12 mo
id75385	1	46	Female	NA	Heterosexual	Florida	Some College	Management	Divorced	Under 6 mo
id78404	0	24	Male	$30-39	NA	Texas	Special	Computer	Single	Over 7 yr
id71853	1	27	Male	NA	Heterosexual	Gabon	Doctoral	Professional	Single	Under 6 mo
id77316	1	21	Male	NA	Heterosexual	Australia	Some College	Education	Single	6-12 mo
id83323	0	28	Male	$50-74	Heterosexual	Sweden	Masters	Computer	Other	4-6 yr
id87740	0	28	Male	Over $100	Heterosexual	Massachusetts	College	Management	Married	1-3 yr
id72938	0	44	Male	$50-74	Heterosexual	New York	Some College	Computer	Married	4-6 yr
id74964	0	42	Male	Over $100	Heterosexual	Canada & Mexico	Masters	Computer	Married	4-6 yr
id84501	0	51	Male	$50-74	Heterosexual	Arizona	College	Computer	Other	4-6 yr
id86106	0	36	Male	Under $10	Heterosexual	California	Masters	Professional	Married	1-3 yr
id72764	0	42	Male	$30-39	NA	Ontario	Doctoral	Professional	Married	4-6 yr
id73322	1	70	Male	$40-49	Heterosexual	California	College	Other	Divorced	6-12 mo
id77742	0	36	Male	$10-19	Heterosexual	Arizona	Some College	Professional	Other	4-6 yr
id87516	0	26	Female	$50-74	Heterosexual	New York	College	Professional	Divorced	Over 7 yr
id73107	0	35	Male	NA	Heterosexual	Montana	Some College	Other	Married	4-6 yr
id45834	0	35	Male	$50-74	Heterosexual	Tennessee	Masters	Professional	Married	1-3 yr
id88952	0	62	Male	Over $100	Heterosexual	Arizona	Professional	Professional	Married	Over 7 yr
id79733	0	28	Male	$30-39	Heterosexual	California	Masters	Professional	Single	1-3 yr
id86518	0	44	Male	$50-74	Heterosexual	Oregon	Masters	Computer	Married	1-3 yr
id82935	0	40	Male	NA	Heterosexual	Iowa	Special	Computer	Married	1-3 yr
id89798	0	53	Male	$75-99	Heterosexual	Nebraska	College	Computer	Married	4-6 yr
id76645	1	30	Male	$40-49	Heterosexual	Belgium	Some College	Other	Single	6-12 mo
id76919	0	NA	Female	NA	na	California	Some College	Education	NA	1-3 yr
id87586	0	24	Male	$20-29	Heterosexual	Sweden	Some College	Computer	Single	1-3 yr
id89318	0	26	Male	Under $10	Heterosexual	Singapore	College	Professional	Single	1-3 yr
